Company,Model,Purpose,Use Exogenous,Low ARIMA Modes,LSTM Sequence Style,Origin Date,Model Fit Origin Date,Date,Origin Price,Actual,Forecast,Error,Scheduled Refit
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-08-30,2024-08-08,2024-09-02,5.26,5.26,5.115804322081246,-0.14419567791875387,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-08-30,2024-08-08,2024-09-02,5.26,5.26,5.252226828612962,-0.007773171387038147,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-08-30,2024-08-08,2024-09-02,5.26,5.26,5.257760118506319,-0.0022398814936810396,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-09-02,2024-08-08,2024-09-03,5.26,5.04,5.083323773803575,0.043323773803574994,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-09-02,2024-08-08,2024-09-03,5.26,5.04,5.024168934845977,-0.015831065154022994,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-09-02,2024-08-08,2024-09-03,5.26,5.04,5.201587229948409,0.16158722994840868,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-09-02,2024-08-08,2024-09-03,5.26,5.04,5.1625162051362,0.12251620513619965,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-09-03,2024-08-08,2024-09-04,5.04,5.0,4.612273356328942,-0.3877266436710576,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-09-03,2024-08-08,2024-09-04,5.04,5.0,4.554925848514924,-0.445074151485076,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-09-03,2024-08-08,2024-09-04,5.04,5.0,5.1006905032236824,0.10069050322368245,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-09-03,2024-08-08,2024-09-04,5.04,5.0,4.689192167897142,-0.31080783210285823,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-09-04,2024-08-08,2024-09-05,5.0,5.0,4.955838043084453,-0.044161956915546696,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-09-04,2024-08-08,2024-09-05,5.0,5.0,4.899145225101689,-0.10085477489831085,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-09-04,2024-08-08,2024-09-05,5.0,5.0,4.98417810203262,-0.015821897967380316,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-09-04,2024-08-08,2024-09-05,5.0,5.0,5.031745412520008,0.03174541252000829,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-09-05,2024-08-08,2024-09-06,5.0,4.82,4.79618685580507,-0.023813144194930302,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-09-05,2024-08-08,2024-09-06,5.0,4.82,4.738473121636324,-0.08152687836367623,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-09-05,2024-08-08,2024-09-06,5.0,4.82,4.879441563707804,0.059441563707803624,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-09-05,2024-08-08,2024-09-06,5.0,4.82,4.870447846406039,0.05044784640603872,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-09-06,2024-09-06,2024-09-09,4.82,4.84,4.833774278216469,-0.006225721783530425,True
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-09-06,2024-09-06,2024-09-09,4.82,4.84,4.829878281310523,-0.010121718689476644,True
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-09-06,2024-09-06,2024-09-09,4.82,4.84,4.910349398996767,0.0703493989967674,True
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-09-06,2024-09-06,2024-09-09,4.82,4.84,4.828170848508802,-0.011829151491197898,True
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-09-09,2024-09-06,2024-09-10,4.84,4.75,4.977340088069324,0.22734008806932415,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-09-09,2024-09-06,2024-09-10,4.84,4.75,4.9756762638545435,0.22567626385454354,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-09-09,2024-09-06,2024-09-10,4.84,4.75,4.95822473945083,0.20822473945082987,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-09-09,2024-09-06,2024-09-10,4.84,4.75,4.965571741412032,0.21557174141203195,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-09-10,2024-09-06,2024-09-11,4.75,4.73,4.720374203369676,-0.009625796630324146,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-09-10,2024-09-06,2024-09-11,4.75,4.73,4.712514609172069,-0.017485390827931546,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-09-10,2024-09-06,2024-09-11,4.75,4.73,4.954404728014075,0.22440472801407463,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-09-10,2024-09-06,2024-09-11,4.75,4.73,4.704503548573677,-0.025496451426323397,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-09-11,2024-09-06,2024-09-12,4.73,4.89,4.838610283824275,-0.05138971617572441,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-09-11,2024-09-06,2024-09-12,4.73,4.89,4.835556142343551,-0.05444385765644899,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-09-11,2024-09-06,2024-09-12,4.73,4.89,4.951663124274316,0.061663124274316417,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-09-11,2024-09-06,2024-09-12,4.73,4.89,4.7998024358515465,-0.09019756414845315,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-09-12,2024-09-06,2024-09-13,4.89,4.95,5.188833737316831,0.23883373731683122,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-09-12,2024-09-06,2024-09-13,4.89,4.95,5.183115609039806,0.23311560903980588,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-09-12,2024-09-06,2024-09-13,4.89,4.95,4.95036671121436,0.00036671121435993825,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-09-12,2024-09-06,2024-09-13,4.89,4.95,5.158549872526927,0.2085498725269268,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-09-13,2024-09-06,2024-09-16,4.95,4.99,5.086868904002942,0.09686890400294157,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-09-13,2024-09-06,2024-09-16,4.95,4.99,5.083383406860149,0.09338340686014845,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-09-13,2024-09-06,2024-09-16,4.95,4.99,4.994265278276382,0.004265278276381679,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-09-13,2024-09-06,2024-09-16,4.95,4.99,5.042764931137639,0.052764931137638804,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-09-16,2024-09-06,2024-09-17,4.99,4.99,5.156124719269506,0.16612471926950612,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-09-16,2024-09-06,2024-09-17,4.99,4.99,5.160509761594707,0.17050976159470643,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-09-16,2024-09-06,2024-09-17,4.99,4.99,5.041655700986928,0.0516557009869274,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-09-16,2024-09-06,2024-09-17,4.99,4.99,5.100631700360682,0.11063170036068204,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-09-17,2024-09-06,2024-09-18,4.99,5.02,5.117660946549327,0.09766094654932722,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-09-17,2024-09-06,2024-09-18,4.99,5.02,5.122340717202775,0.10234071720277527,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-09-17,2024-09-06,2024-09-18,4.99,5.02,5.097586460062942,0.07758646006294256,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-09-17,2024-09-06,2024-09-18,4.99,5.02,5.045695142195225,0.025695142195225174,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-09-18,2024-09-06,2024-09-19,5.02,5.16,5.213591270774011,0.05359127077401116,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-09-18,2024-09-06,2024-09-19,5.02,5.16,5.215917966195167,0.055917966195166535,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-09-18,2024-09-06,2024-09-19,5.02,5.16,5.163605740203626,0.003605740203625807,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-09-18,2024-09-06,2024-09-19,5.02,5.16,5.126793600310732,-0.033206399689268196,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-09-19,2024-09-06,2024-09-20,5.16,5.04,5.486806414014756,0.4468064140147563,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-09-19,2024-09-06,2024-09-20,5.16,5.04,5.484118563060624,0.44411856306062436,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-09-19,2024-09-06,2024-09-20,5.16,5.04,5.259415518741802,0.2194155187418021,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-09-19,2024-09-06,2024-09-20,5.16,5.04,5.390663441945222,0.3506634419452217,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-09-20,2024-09-06,2024-09-23,5.04,5.14,5.019886704446966,-0.12011329555303352,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-09-20,2024-09-06,2024-09-23,5.04,5.14,5.015556598412538,-0.12444340158746137,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-09-20,2024-09-06,2024-09-23,5.04,5.14,5.326051215130752,0.1860512151307523,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-09-20,2024-09-06,2024-09-23,5.04,5.14,4.915224305050056,-0.22477569494994398,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-09-23,2024-09-06,2024-09-24,5.14,5.36,5.488283732134069,0.12828373213406863,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-09-23,2024-09-06,2024-09-24,5.14,5.36,5.485143851277327,0.1251438512773264,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-09-23,2024-09-06,2024-09-24,5.14,5.36,5.389112598797093,0.02911259879709238,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-09-23,2024-09-06,2024-09-24,5.14,5.36,5.379008194998355,0.01900819499835471,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-09-24,2024-09-06,2024-09-25,5.36,5.37,5.769887205511261,0.399887205511261,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-09-24,2024-09-06,2024-09-25,5.36,5.37,5.769479611799079,0.3994796117990793,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-09-24,2024-09-06,2024-09-25,5.36,5.37,5.483903778121189,0.11390377812118846,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-09-24,2024-09-06,2024-09-25,5.36,5.37,5.656809776039403,0.2868097760394033,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-09-25,2024-09-06,2024-09-26,5.37,5.68,5.507888096644171,-0.1721119033558285,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-09-25,2024-09-06,2024-09-26,5.37,5.68,5.507519321848137,-0.17248067815186285,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-09-25,2024-09-06,2024-09-26,5.37,5.68,5.580533433286435,-0.09946656671356457,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-09-25,2024-09-06,2024-09-26,5.37,5.68,5.390479432108691,-0.28952056789130864,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-09-26,2024-09-06,2024-09-27,5.68,5.71,6.263485114401906,0.553485114401906,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-09-26,2024-09-06,2024-09-27,5.68,5.71,6.2611156659073535,0.5511156659073535,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-09-26,2024-09-06,2024-09-27,5.68,5.71,5.696073926093591,-0.013926073906408654,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-09-26,2024-09-06,2024-09-27,5.68,5.71,6.143970300401416,0.43397030040141615,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-09-27,2024-09-06,2024-09-30,5.71,5.72,5.83584650716765,0.11584650716765044,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-09-27,2024-09-06,2024-09-30,5.71,5.72,5.828579894165483,0.10857989416548364,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-09-27,2024-09-06,2024-09-30,5.71,5.72,5.805198816400483,0.08519881640048332,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-09-27,2024-09-06,2024-09-30,5.71,5.72,5.713343990559022,-0.0066560094409773285,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-09-30,2024-09-06,2024-10-01,5.72,5.7,5.937733619187,0.23773361918699987,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-09-30,2024-09-06,2024-10-01,5.72,5.7,5.928223643257398,0.2282236432573974,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-09-30,2024-09-06,2024-10-01,5.72,5.7,5.912145849144813,0.21214584914481271,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-09-30,2024-09-06,2024-10-01,5.72,5.7,5.814752410503547,0.1147524105035469,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-10-01,2024-09-06,2024-10-02,5.7,5.75,5.85972043660037,0.10972043660037034,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-10-01,2024-09-06,2024-10-02,5.7,5.75,5.846864671748186,0.09686467174818603,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-10-01,2024-09-06,2024-10-02,5.7,5.75,5.993255161001267,0.24325516100126698,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-10-01,2024-09-06,2024-10-02,5.7,5.75,5.734456677295493,-0.015543322704506757,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-10-02,2024-09-06,2024-10-03,5.75,5.63,6.014898349549296,0.3848983495492959,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-10-02,2024-09-06,2024-10-03,5.75,5.63,5.998896445355931,0.36889644535593114,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-10-02,2024-09-06,2024-10-03,5.75,5.63,6.0835724205231445,0.4535724205231446,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-10-02,2024-09-06,2024-10-03,5.75,5.63,5.886882195476159,0.25688219547615887,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-10-03,2024-09-06,2024-10-04,5.63,5.68,5.659478933670424,-0.020521066329576065,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-10-03,2024-09-06,2024-10-04,5.63,5.68,5.641411530236435,-0.03858846976356478,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-10-03,2024-09-06,2024-10-04,5.63,5.68,6.132555648158489,0.4525556481584889,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-10-03,2024-09-06,2024-10-04,5.63,5.68,5.52920226635379,-0.1507977336462094,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-10-04,2024-10-04,2024-10-07,5.68,5.72,5.699181433620144,-0.02081856637985613,True
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-10-04,2024-10-04,2024-10-07,5.68,5.72,5.696493993457744,-0.023506006542255875,True
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-10-04,2024-10-04,2024-10-07,5.68,5.72,5.67545021653344,-0.04454978346656002,True
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-10-04,2024-10-04,2024-10-07,5.68,5.72,5.675957728962345,-0.04404227103765468,True
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-10-07,2024-10-04,2024-10-08,5.72,5.47,5.7526030580666285,0.2826030580666288,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-10-07,2024-10-04,2024-10-08,5.72,5.47,5.748525131922107,0.27852513192210715,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-10-07,2024-10-04,2024-10-08,5.72,5.47,5.675424708599484,0.2054247085994838,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-10-07,2024-10-04,2024-10-08,5.72,5.47,5.732548293550996,0.2625482935509966,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-10-08,2024-10-04,2024-10-09,5.47,5.5,5.1297938402275065,-0.3702061597724935,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-10-08,2024-10-04,2024-10-09,5.47,5.5,5.111125823469881,-0.3888741765301189,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-10-08,2024-10-04,2024-10-09,5.47,5.5,5.624445530546652,0.12444553054665164,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-10-08,2024-10-04,2024-10-09,5.47,5.5,5.11415065969307,-0.38584934030692963,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-10-09,2024-10-04,2024-10-10,5.5,5.51,5.568989136724477,0.058989136724477476,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-10-09,2024-10-04,2024-10-10,5.5,5.51,5.548864523791261,0.03886452379126126,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-10-09,2024-10-04,2024-10-10,5.5,5.51,5.541862273417998,0.031862273417997855,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-10-09,2024-10-04,2024-10-10,5.5,5.51,5.569560572795768,0.05956057279576843,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-10-10,2024-10-04,2024-10-11,5.51,5.54,5.455606588551459,-0.0843934114485414,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-10-10,2024-10-04,2024-10-11,5.51,5.54,5.440308080761391,-0.09969191923860876,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-10-10,2024-10-04,2024-10-11,5.51,5.54,5.503429987525948,-0.03657001247405223,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-10-10,2024-10-04,2024-10-11,5.51,5.54,5.428574991155185,-0.11142500884481521,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-10-11,2024-10-04,2024-10-14,5.54,5.49,5.546452588142454,0.05645258814245402,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-10-11,2024-10-04,2024-10-14,5.54,5.49,5.538745599023418,0.048745599023417796,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-10-11,2024-10-04,2024-10-14,5.54,5.49,5.485756839960198,-0.004243160039802518,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-10-11,2024-10-04,2024-10-14,5.54,5.49,5.517563178928592,0.027563178928591725,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-10-14,2024-10-04,2024-10-15,5.49,5.28,5.40446800263418,0.12446800263417934,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-10-14,2024-10-04,2024-10-15,5.49,5.28,5.4088513969406,0.12885139694059955,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-10-14,2024-10-04,2024-10-15,5.49,5.28,5.458577543171776,0.17857754317177577,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-10-14,2024-10-04,2024-10-15,5.49,5.28,5.353763747061877,0.07376374706187683,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-10-15,2024-10-04,2024-10-16,5.28,5.28,5.047581661895041,-0.23241833810495915,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-10-15,2024-10-04,2024-10-16,5.28,5.28,5.045399558426728,-0.23460044157327253,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-10-15,2024-10-04,2024-10-16,5.28,5.28,5.408615683890638,0.12861568389063738,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-10-15,2024-10-04,2024-10-16,5.28,5.28,4.973767613508773,-0.3062323864912271,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-10-16,2024-10-04,2024-10-17,5.28,5.25,5.366254827029653,0.11625482702965328,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-10-16,2024-10-04,2024-10-17,5.28,5.25,5.359434190007468,0.10943419000746779,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-10-16,2024-10-04,2024-10-17,5.28,5.25,5.35779594987325,0.1077959498732497,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-10-16,2024-10-04,2024-10-17,5.28,5.25,5.27664057505959,0.02664057505958972,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-10-17,2024-10-04,2024-10-18,5.25,5.33,5.236934941763052,-0.09306505823694788,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-10-17,2024-10-04,2024-10-18,5.25,5.33,5.2290983709816885,-0.10090162901831157,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-10-17,2024-10-04,2024-10-18,5.25,5.33,5.321876270998403,-0.00812372900159719,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-10-17,2024-10-04,2024-10-18,5.25,5.33,5.1343845716518075,-0.19561542834819257,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-10-18,2024-10-04,2024-10-21,5.33,5.28,5.487334333085234,0.20733433308523352,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-10-18,2024-10-04,2024-10-21,5.33,5.28,5.4794930297940905,0.19949302979409023,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-10-18,2024-10-04,2024-10-21,5.33,5.28,5.301247797426092,0.021247797426092063,False
